,Variable Name,description
953,NOLOAN_WDRAW_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
954,NOLOAN_WDRAW_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
955,NOLOAN_ENRL_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
956,NOLOAN_ENRL_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
957,NOLOAN_ENRL_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
958,NOLOAN_UNKN_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
959,NOLOAN_UNKN_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
960,NOLOAN_UNKN_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
961,FIRSTGEN_DEATH_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
962,FIRSTGEN_COMP_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
963,FIRSTGEN_COMP_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
964,FIRSTGEN_COMP_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
965,FIRSTGEN_WDRAW_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
966,FIRSTGEN_WDRAW_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
967,FIRSTGEN_WDRAW_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
968,FIRSTGEN_ENRL_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
969,FIRSTGEN_ENRL_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
970,FIRSTGEN_ENRL_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
971,FIRSTGEN_UNKN_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
972,FIRSTGEN_UNKN_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
973,FIRSTGEN_UNKN_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
974,NOT1STGEN_DEATH_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
975,NOT1STGEN_COMP_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
976,NOT1STGEN_COMP_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
977,NOT1STGEN_COMP_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
978,NOT1STGEN_WDRAW_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
979,NOT1STGEN_WDRAW_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
980,NOT1STGEN_WDRAW_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
981,NOT1STGEN_ENRL_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
982,NOT1STGEN_ENRL_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
983,NOT1STGEN_ENRL_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
984,NOT1STGEN_UNKN_ORIG_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
985,NOT1STGEN_UNKN_4YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
986,NOT1STGEN_UNKN_2YR_TRANS_YR4_RT,NSLDS AY2014-15 cohort measured in AY2018-19
987,DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
988,COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
989,COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
990,COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
991,WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
992,WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
993,WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
994,ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
995,ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
996,ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
997,UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
998,UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
999,UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1000,LO_INC_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1001,LO_INC_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1002,LO_INC_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1003,LO_INC_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1004,LO_INC_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1005,LO_INC_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1006,LO_INC_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1007,LO_INC_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1008,LO_INC_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1009,LO_INC_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1010,LO_INC_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1011,LO_INC_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1012,LO_INC_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1013,MD_INC_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1014,MD_INC_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1015,MD_INC_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1016,MD_INC_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1017,MD_INC_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1018,MD_INC_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1019,MD_INC_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1020,MD_INC_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1021,MD_INC_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1022,MD_INC_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1023,MD_INC_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1024,MD_INC_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1025,MD_INC_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1026,HI_INC_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1027,HI_INC_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1028,HI_INC_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1029,HI_INC_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1030,HI_INC_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1031,HI_INC_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1032,HI_INC_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1033,HI_INC_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1034,HI_INC_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1035,HI_INC_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1036,HI_INC_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1037,HI_INC_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1038,HI_INC_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1039,DEP_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1040,DEP_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1041,DEP_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1042,DEP_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1043,DEP_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1044,DEP_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1045,DEP_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1046,DEP_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1047,DEP_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1048,DEP_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1049,DEP_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1050,DEP_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1051,DEP_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1052,IND_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1053,IND_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1054,IND_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1055,IND_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1056,IND_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1057,IND_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1058,IND_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1059,IND_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1060,IND_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1061,IND_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1062,IND_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1063,IND_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1064,IND_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1065,FEMALE_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1066,FEMALE_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1067,FEMALE_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1068,FEMALE_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1069,FEMALE_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1070,FEMALE_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1071,FEMALE_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1072,FEMALE_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1073,FEMALE_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1074,FEMALE_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1075,FEMALE_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1076,FEMALE_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1077,FEMALE_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1078,MALE_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1079,MALE_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1080,MALE_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1081,MALE_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1082,MALE_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1083,MALE_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1084,MALE_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1085,MALE_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1086,MALE_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1087,MALE_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1088,MALE_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1089,MALE_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1090,MALE_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1091,PELL_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1092,PELL_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1093,PELL_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1094,PELL_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1095,PELL_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1096,PELL_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1097,PELL_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1098,PELL_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1099,PELL_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1100,PELL_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1101,PELL_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1102,PELL_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1103,PELL_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1104,NOPELL_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1105,NOPELL_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1106,NOPELL_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1107,NOPELL_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1108,NOPELL_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1109,NOPELL_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1110,NOPELL_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1111,NOPELL_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1112,NOPELL_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1113,NOPELL_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1114,NOPELL_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1115,NOPELL_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1116,NOPELL_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1117,LOAN_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1118,LOAN_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1119,LOAN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1120,LOAN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1121,LOAN_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1122,LOAN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1123,LOAN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1124,LOAN_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1125,LOAN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1126,LOAN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1127,LOAN_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1128,LOAN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1129,LOAN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1130,NOLOAN_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1131,NOLOAN_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1132,NOLOAN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1133,NOLOAN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1134,NOLOAN_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1135,NOLOAN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1136,NOLOAN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1137,NOLOAN_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1138,NOLOAN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1139,NOLOAN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1140,NOLOAN_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1141,NOLOAN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1142,NOLOAN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1143,FIRSTGEN_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1144,FIRSTGEN_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1145,FIRSTGEN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1146,FIRSTGEN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1147,FIRSTGEN_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1148,FIRSTGEN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1149,FIRSTGEN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1150,FIRSTGEN_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1151,FIRSTGEN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1152,FIRSTGEN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1153,FIRSTGEN_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1154,FIRSTGEN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1155,FIRSTGEN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1156,NOT1STGEN_DEATH_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1157,NOT1STGEN_COMP_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1158,NOT1STGEN_COMP_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1159,NOT1STGEN_COMP_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1160,NOT1STGEN_WDRAW_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1161,NOT1STGEN_WDRAW_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1162,NOT1STGEN_WDRAW_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1163,NOT1STGEN_ENRL_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1164,NOT1STGEN_ENRL_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1165,NOT1STGEN_ENRL_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1166,NOT1STGEN_UNKN_ORIG_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1167,NOT1STGEN_UNKN_4YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1168,NOT1STGEN_UNKN_2YR_TRANS_YR6_RT,NSLDS AY2012-13 cohort measured in AY2018-19
1169,DEATH_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1170,COMP_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1171,COMP_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1172,COMP_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1173,WDRAW_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1174,WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1175,WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1176,ENRL_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1177,ENRL_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1178,ENRL_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1179,UNKN_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1180,UNKN_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1181,UNKN_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1182,LO_INC_DEATH_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1183,LO_INC_COMP_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1184,LO_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1185,LO_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1186,LO_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1187,LO_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1188,LO_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1189,LO_INC_ENRL_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1190,LO_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1191,LO_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1192,LO_INC_UNKN_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1193,LO_INC_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1194,LO_INC_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1195,MD_INC_DEATH_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1196,MD_INC_COMP_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1197,MD_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1198,MD_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1199,MD_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1200,MD_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1201,MD_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1202,MD_INC_ENRL_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1203,MD_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1204,MD_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1205,MD_INC_UNKN_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1206,MD_INC_UNKN_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1207,MD_INC_UNKN_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1208,HI_INC_DEATH_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1209,HI_INC_COMP_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1210,HI_INC_COMP_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1211,HI_INC_COMP_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1212,HI_INC_WDRAW_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1213,HI_INC_WDRAW_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1214,HI_INC_WDRAW_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1215,HI_INC_ENRL_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1216,HI_INC_ENRL_4YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1217,HI_INC_ENRL_2YR_TRANS_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
1218,HI_INC_UNKN_ORIG_YR8_RT,NSLDS AY2010-11 cohort measured in AY2018-19
